Slug,Provider,Flavor,Category,CPU,RAM,Root volume,Extra volume number,Extra volume size,GPU,GPU model
c5.large,3DS Outscale,c5.large,Compute optimized,2,4.0GB,0,0,0,0,
c5.xlarge,3DS Outscale,c5.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c5.2xlarge,3DS Outscale,c5.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
hi1.xlarge,3DS Outscale,hi1.xlarge,Storage performance,4,430.0GB,0,0,0,0,
i2.xlarge,3DS Outscale,i2.xlarge,Storage performance,4,30.0GB,0,1,800,0,
i2.2xlarge,3DS Outscale,i2.2xlarge,Storage performance,8,62.0GB,0,2,800,0,
io5.2xlarge,3DS Outscale,io5.2xlarge,Storage performance,6,82.0GB,0,1,640,0,
m5.large,3DS Outscale,m5.large,General Purpose,2,8.0GB,0,0,0,0,
m5.xlarge,3DS Outscale,m5.xlarge,General Purpose,4,16.0GB,0,0,0,0,
m5.2xlarge,3DS Outscale,m5.2xlarge,General Purpose,8,33.0GB,0,0,0,0,
oc5.2xlarge,3DS Outscale,oc5.2xlarge,Compute optimized,6,82.0GB,0,0,0,0,
om5.2xlarge,3DS Outscale,om5.2xlarge,HPC,6,164.0GB,0,0,0,0,
r4.large,3DS Outscale,r4.large,Memory optimized,2,16.0GB,0,0,0,0,
r4.xlarge,3DS Outscale,r4.xlarge,Memory optimized,4,31.0GB,0,0,0,0,
r4.2xlarge,3DS Outscale,r4.2xlarge,Memory optimized,8,62.0GB,0,0,0,0,
t2.micro,3DS Outscale,t2.micro,Tiny,1,1.0GB,0,0,0,0,
t2.nano,3DS Outscale,t2.nano,Tiny,1,1.0GB,0,0,0,0,
t2.small,3DS Outscale,t2.small,Tiny,1,2.0GB,0,0,0,0,
t2.medium,3DS Outscale,t2.medium,Tiny,2,4.0GB,0,0,0,0,
t2.large,3DS Outscale,t2.large,Tiny,2,8.0GB,0,0,0,0,
ecss6-c1m1small,Alibaba Cloud,ecs.s6-c1m1.small,,1,1.0GB,0,0,0,0,
ecsht6csmall,Alibaba Cloud,ecs.ht6c.small,,1,2.0GB,0,0,0,0,
ecss6-c1m2small,Alibaba Cloud,ecs.s6-c1m2.small,,1,2.0GB,0,0,0,0,
ecsht6gsmall,Alibaba Cloud,ecs.ht6g.small,,1,4.0GB,0,0,0,0,
ecss6-c1m4small,Alibaba Cloud,ecs.s6-c1m4.small,,1,4.0GB,0,0,0,0,
ecs.poc-test.t53,Alibaba Cloud,ecs.poc-test.t53,,1,4.0GB,0,0,0,0,
ecs.g6r.small,Alibaba Cloud,ecs.g6r.small,,1,4.0GB,0,0,0,0,
ecs.g8m.small,Alibaba Cloud,ecs.g8m.small,,1,4.0GB,0,0,0,0,
ecsht6rsmall,Alibaba Cloud,ecs.ht6r.small,,1,8.0GB,0,0,0,0,
ecs.r8m.small,Alibaba Cloud,ecs.r8m.small,,1,8.0GB,0,0,0,0,
ecst6-c4m1large,Alibaba Cloud,ecs.t6-c4m1.large,,2,512.0MB,0,0,0,0,
ecst6-c2m1large,Alibaba Cloud,ecs.t6-c2m1.large,,2,1.0GB,0,0,0,0,
ecst6-c1m1large,Alibaba Cloud,ecs.t6-c1m1.large,,2,2.0GB,0,0,0,0,
ecsic6large,Alibaba Cloud,ecs.ic6.large,,2,2.0GB,0,0,0,0,
ecsv5-c1m2large,Alibaba Cloud,ecs.v5-c1m2.large,,2,4.0GB,0,0,0,0,
ecsc5tlarge,Alibaba Cloud,ecs.c5t.large,,2,4.0GB,0,0,0,0,
ecst6-c1m2large,Alibaba Cloud,ecs.t6-c1m2.large,,2,4.0GB,0,0,0,0,
ecsht6clarge,Alibaba Cloud,ecs.ht6c.large,,2,4.0GB,0,0,0,0,
ecsec3large,Alibaba Cloud,ecs.ec3.large,,2,4.0GB,0,0,0,0,
ecss6-c1m2large,Alibaba Cloud,ecs.s6-c1m2.large,,2,4.0GB,0,0,0,0,
ecs.poc-test.t11,Alibaba Cloud,ecs.poc-test.t11,,2,4.0GB,0,0,0,0,
ecs.poc-test.t42,Alibaba Cloud,ecs.poc-test.t42,,2,4.0GB,0,0,0,0,
ecs.poc-test.t24,Alibaba Cloud,ecs.poc-test.t24,,2,4.0GB,0,0,0,0,
ecs.ec5.large,Alibaba Cloud,ecs.ec5.large,,2,4.0GB,0,0,0,0,
ecs.c5-prio.large,Alibaba Cloud,ecs.c5-prio.large,,2,4.0GB,0,0,0,0,
ecs.c7n.large,Alibaba Cloud,ecs.c7n.large,,2,4.0GB,0,0,0,0,
ecst6-c1m4large,Alibaba Cloud,ecs.t6-c1m4.large,,2,8.0GB,0,0,0,0,
ecsht6glarge,Alibaba Cloud,ecs.ht6g.large,,2,8.0GB,0,0,0,0,
ecseg3large,Alibaba Cloud,ecs.eg3.large,,2,8.0GB,0,0,0,0,
ecss6-c1m4large,Alibaba Cloud,ecs.s6-c1m4.large,,2,8.0GB,0,0,0,0,
ecsg5nselarge,Alibaba Cloud,ecs.g5nse.large,,2,8.0GB,0,0,0,0,
ecssn2ne-nfvenilarge,Alibaba Cloud,ecs.sn2ne-nfveni.large,,2,8.0GB,0,0,0,0,
ecs.poc-test.t43,Alibaba Cloud,ecs.poc-test.t43,,2,8.0GB,0,0,0,0,
ecs.poc-test.t7,Alibaba Cloud,ecs.poc-test.t7,,2,8.0GB,0,0,0,0,
ecs.poc-test.t10,Alibaba Cloud,ecs.poc-test.t10,,2,8.0GB,0,0,0,0,
,Alibaba Cloud,ecs.g5h.large,,2,8.0GB,0,0,0,0,
ecs.g6se.large,Alibaba Cloud,ecs.g6se.large,,2,8.0GB,0,0,0,0,
ecs.g6h.large,Alibaba Cloud,ecs.g6h.large,,2,8.0GB,0,0,0,0,
ecs.re6p.large,Alibaba Cloud,ecs.re6p.large,,2,8.0GB,0,0,0,0,
ecs.re6p-redis.large,Alibaba Cloud,ecs.re6p-redis.large,,2,8.0GB,0,0,0,0,
ecs.g6r.large,Alibaba Cloud,ecs.g6r.large,,2,8.0GB,0,0,0,0,
ecs.poc-test.t54,Alibaba Cloud,ecs.poc-test.t54,,2,8.0GB,0,0,0,0,
ecs.re7p.large,Alibaba Cloud,ecs.re7p.large,,2,8.0GB,0,0,0,0,
ecs.re6p-navigator.large,Alibaba Cloud,ecs.re6p-navigator.large,,2,8.0GB,0,0,0,0,
ecs.r7p.large,Alibaba Cloud,ecs.r7p.large,,2,8.0GB,0,0,0,0,
ecs.re7p-navigator.large,Alibaba Cloud,ecs.re7p-navigator.large,,2,8.0GB,0,0,0,0,
ecs.g8m.large,Alibaba Cloud,ecs.g8m.large,,2,8.0GB,0,0,0,0,
ecs.g7n.large,Alibaba Cloud,ecs.g7n.large,,2,8.0GB,0,0,0,0,
ecsht6rlarge,Alibaba Cloud,ecs.ht6r.large,,2,16.0GB,0,0,0,0,
ecser3large,Alibaba Cloud,ecs.er3.large,,2,16.0GB,0,0,0,0,
ecsr6elarge,Alibaba Cloud,ecs.r6e.large,,2,16.0GB,0,0,0,0,
ecs.r6a.large,Alibaba Cloud,ecs.r6a.large,,2,16.0GB,0,0,0,0,
ecs.r6r.large,Alibaba Cloud,ecs.r6r.large,,2,16.0GB,0,0,0,0,
ecs.r8m.large,Alibaba Cloud,ecs.r8m.large,,2,16.0GB,0,0,0,0,
ecs.r7n.large,Alibaba Cloud,ecs.r7n.large,,2,16.0GB,0,0,0,0,
ecsic6xlarge,Alibaba Cloud,ecs.ic6.xlarge,,4,4.0GB,0,0,0,0,
ecsv5-c1m2xlarge,Alibaba Cloud,ecs.v5-c1m2.xlarge,,4,8.0GB,0,0,0,0,
ecsc5txlarge,Alibaba Cloud,ecs.c5t.xlarge,,4,8.0GB,0,0,0,0,
ecsht6cxlarge,Alibaba Cloud,ecs.ht6c.xlarge,,4,8.0GB,0,0,0,0,
ecsec3xlarge,Alibaba Cloud,ecs.ec3.xlarge,,4,8.0GB,0,0,0,0,
ecss6-c1m2xlarge,Alibaba Cloud,ecs.s6-c1m2.xlarge,,4,8.0GB,0,0,0,0,
ecsi2v-c1m2d100xlarge,Alibaba Cloud,ecs.i2v-c1m2d100.xlarge,,4,8.0GB,0,0,0,0,
ecsi2v-c1m2d1536xlarge,Alibaba Cloud,ecs.i2v-c1m2d1536.xlarge,,4,8.0GB,0,0,0,0,
ecsi2v-c1m2d1024xlarge,Alibaba Cloud,ecs.i2v-c1m2d1024.xlarge,,4,8.0GB,0,0,0,0,
ecsi2v-c1m2d500xlarge,Alibaba Cloud,ecs.i2v-c1m2d500.xlarge,,4,8.0GB,0,0,0,0,
ecs.poc-test.t27,Alibaba Cloud,ecs.poc-test.t27,,4,8.0GB,0,0,0,0,
ecs.ec5.xlarge,Alibaba Cloud,ecs.ec5.xlarge,,4,8.0GB,0,0,0,0,
ecs.c5-prio.xlarge,Alibaba Cloud,ecs.c5-prio.xlarge,,4,8.0GB,0,0,0,0,
ecs.c7n.xlarge,Alibaba Cloud,ecs.c7n.xlarge,,4,8.0GB,0,0,0,0,
ecsvgn6iv-m4xlarge,Alibaba Cloud,ecs.vgn6iv-m4.xlarge,,4,15.0GB,0,0,0,0,
ecsht6gxlarge,Alibaba Cloud,ecs.ht6g.xlarge,,4,16.0GB,0,0,0,0,
ecst6-c1m4xlarge,Alibaba Cloud,ecs.t6-c1m4.xlarge,,4,16.0GB,0,0,0,0,
ecseg3xlarge,Alibaba Cloud,ecs.eg3.xlarge,,4,16.0GB,0,0,0,0,
ecss6-c1m4xlarge,Alibaba Cloud,ecs.s6-c1m4.xlarge,,4,16.0GB,0,0,0,0,
ecsi2v-c1m4d1536xlarge,Alibaba Cloud,ecs.i2v-c1m4d1536.xlarge,,4,16.0GB,0,0,0,0,
ecsi2v-c1m4d1024xlarge,Alibaba Cloud,ecs.i2v-c1m4d1024.xlarge,,4,16.0GB,0,0,0,0,
ecsi2v-c1m4d500xlarge,Alibaba Cloud,ecs.i2v-c1m4d500.xlarge,,4,16.0GB,0,0,0,0,
ecsi2v-c1m4d100xlarge,Alibaba Cloud,ecs.i2v-c1m4d100.xlarge,,4,16.0GB,0,0,0,0,
ecsg5nsexlarge,Alibaba Cloud,ecs.g5nse.xlarge,,4,16.0GB,0,0,0,0,
ecsg5dt-incxlarge,Alibaba Cloud,ecs.g5dt-inc.xlarge,,4,16.0GB,0,0,0,0,
ecs.poc-test.t37,Alibaba Cloud,ecs.poc-test.t37,,4,16.0GB,0,0,0,0,
ecs.g6se.xlarge,Alibaba Cloud,ecs.g6se.xlarge,,4,16.0GB,0,0,0,0,
,Alibaba Cloud,ecs.g5h.xlarge,,4,16.0GB,0,0,0,0,
ecs.g6h.xlarge,Alibaba Cloud,ecs.g6h.xlarge,,4,16.0GB,0,0,0,0,
ecs.re6p.xlarge,Alibaba Cloud,ecs.re6p.xlarge,,4,16.0GB,0,0,0,0,
ecs.re6p-redis.xlarge,Alibaba Cloud,ecs.re6p-redis.xlarge,,4,16.0GB,0,0,0,0,
ecs.g6r.xlarge,Alibaba Cloud,ecs.g6r.xlarge,,4,16.0GB,0,0,0,0,
ecs.re7p.xlarge,Alibaba Cloud,ecs.re7p.xlarge,,4,16.0GB,0,0,0,0,
ecs.re6p-navigator.xlarge,Alibaba Cloud,ecs.re6p-navigator.xlarge,,4,16.0GB,0,0,0,0,
ecs.r7p.xlarge,Alibaba Cloud,ecs.r7p.xlarge,,4,16.0GB,0,0,0,0,
ecs.re7p-navigator.xlarge,Alibaba Cloud,ecs.re7p-navigator.xlarge,,4,16.0GB,0,0,0,0,
ecs.g8m.xlarge,Alibaba Cloud,ecs.g8m.xlarge,,4,16.0GB,0,0,0,0,
ecs.g7n.xlarge,Alibaba Cloud,ecs.g7n.xlarge,,4,16.0GB,0,0,0,0,
ecsht6rxlarge,Alibaba Cloud,ecs.ht6r.xlarge,,4,32.0GB,0,0,0,0,
ecser3xlarge,Alibaba Cloud,ecs.er3.xlarge,,4,32.0GB,0,0,0,0,
ecsr6exlarge,Alibaba Cloud,ecs.r6e.xlarge,,4,32.0GB,0,0,0,0,
ecs.poc-test.t23,Alibaba Cloud,ecs.poc-test.t23,,4,32.0GB,0,0,0,0,
ecs.r6a.xlarge,Alibaba Cloud,ecs.r6a.xlarge,,4,32.0GB,0,0,0,0,
ecs.r6r.xlarge,Alibaba Cloud,ecs.r6r.xlarge,,4,32.0GB,0,0,0,0,
ecs.r8m.xlarge,Alibaba Cloud,ecs.r8m.xlarge,,4,32.0GB,0,0,0,0,
ecs.r7n.xlarge,Alibaba Cloud,ecs.r7n.xlarge,,4,32.0GB,0,0,0,0,
ecs.lr6.xlarge,Alibaba Cloud,ecs.lr6.xlarge,,4,64.0GB,0,0,0,0,
ecsic62xlarge,Alibaba Cloud,ecs.ic6.2xlarge,,8,8.0GB,0,0,0,0,
ecsv5-c1m22xlarge,Alibaba Cloud,ecs.v5-c1m2.2xlarge,,8,16.0GB,0,0,0,0,
ecsht6c2xlarge,Alibaba Cloud,ecs.ht6c.2xlarge,,8,16.0GB,0,0,0,0,
ecsc5t2xlarge,Alibaba Cloud,ecs.c5t.2xlarge,,8,16.0GB,0,0,0,0,
ecsec32xlarge,Alibaba Cloud,ecs.ec3.2xlarge,,8,16.0GB,0,0,0,0,
ecss6-c1m22xlarge,Alibaba Cloud,ecs.s6-c1m2.2xlarge,,8,16.0GB,0,0,0,0,
ecsi2v-c1m2d15362xlarge,Alibaba Cloud,ecs.i2v-c1m2d1536.2xlarge,,8,16.0GB,0,0,0,0,
ecsi2v-c1m2d5002xlarge,Alibaba Cloud,ecs.i2v-c1m2d500.2xlarge,,8,16.0GB,0,0,0,0,
ecsi2v-c1m2d10242xlarge,Alibaba Cloud,ecs.i2v-c1m2d1024.2xlarge,,8,16.0GB,0,0,0,0,
ecsi2v-c1m2d1002xlarge,Alibaba Cloud,ecs.i2v-c1m2d100.2xlarge,,8,16.0GB,0,0,0,0,
ecs.poc-test.t25,Alibaba Cloud,ecs.poc-test.t25,,8,16.0GB,0,0,0,0,
ecs.ec5.2xlarge,Alibaba Cloud,ecs.ec5.2xlarge,,8,16.0GB,0,0,0,0,
ecs.c7-test.2xlarge,Alibaba Cloud,ecs.c7-test.2xlarge,,8,16.0GB,0,0,0,0,
ecs.c5-prio.2xlarge,Alibaba Cloud,ecs.c5-prio.2xlarge,,8,16.0GB,0,0,0,0,
ecs.c7n.2xlarge,Alibaba Cloud,ecs.c7n.2xlarge,,8,16.0GB,0,0,0,0,
ecsg5nenl2xlarge,Alibaba Cloud,ecs.g5nenl.2xlarge,,8,32.0GB,0,0,0,0,
ecsht6g2xlarge,Alibaba Cloud,ecs.ht6g.2xlarge,,8,32.0GB,0,0,0,0,
ecst6-c1m42xlarge,Alibaba Cloud,ecs.t6-c1m4.2xlarge,,8,32.0GB,0,0,0,0,
ecsg5ne-10g2xlarge,Alibaba Cloud,ecs.g5ne-10g.2xlarge,,8,32.0GB,0,0,0,0,
ecsg5nenl-10g2xlarge,Alibaba Cloud,ecs.g5nenl-10g.2xlarge,,8,32.0GB,0,0,0,0,
ecseg32xlarge,Alibaba Cloud,ecs.eg3.2xlarge,,8,32.0GB,0,0,0,0,
ecss6-c1m42xlarge,Alibaba Cloud,ecs.s6-c1m4.2xlarge,,8,32.0GB,0,0,0,0,
ecsi2v-c1m4d15362xlarge,Alibaba Cloud,ecs.i2v-c1m4d1536.2xlarge,,8,32.0GB,0,0,0,0,
ecsi2v-c1m4d10242xlarge,Alibaba Cloud,ecs.i2v-c1m4d1024.2xlarge,,8,32.0GB,0,0,0,0,
ecsi2v-c1m4d1002xlarge,Alibaba Cloud,ecs.i2v-c1m4d100.2xlarge,,8,32.0GB,0,0,0,0,
ecsi2v-c1m4d5002xlarge,Alibaba Cloud,ecs.i2v-c1m4d500.2xlarge,,8,32.0GB,0,0,0,0,
ecsg5nse2xlarge,Alibaba Cloud,ecs.g5nse.2xlarge,,8,32.0GB,0,0,0,0,
ecsre6p2xlarge,Alibaba Cloud,ecs.re6p.2xlarge,,8,32.0GB,0,0,0,0,
ecs.poc-test.t47,Alibaba Cloud,ecs.poc-test.t47,,8,32.0GB,0,0,0,0,
ecs.poc-test.t29,Alibaba Cloud,ecs.poc-test.t29,,8,32.0GB,0,0,0,0,
ecs.g6se.2xlarge,Alibaba Cloud,ecs.g6se.2xlarge,,8,32.0GB,0,0,0,0,
,Alibaba Cloud,ecs.g5h.2xlarge,,8,32.0GB,0,0,0,0,
ecs.g6h.2xlarge,Alibaba Cloud,ecs.g6h.2xlarge,,8,32.0GB,0,0,0,0,
ecs.g6r.2xlarge,Alibaba Cloud,ecs.g6r.2xlarge,,8,32.0GB,0,0,0,0,0
ecs.re6p-redis.2xlarge,Alibaba Cloud,ecs.re6p-redis.2xlarge,,8,32.0GB,0,0,0,0,
ecs.re7p.2xlarge,Alibaba Cloud,ecs.re7p.2xlarge,,8,32.0GB,0,0,0,0,
ecs.i3g-hf.2xlarge,Alibaba Cloud,ecs.i3g-hf.2xlarge,,8,32.0GB,0,0,0,0,
ecs.re6p-navigator.2xlarge,Alibaba Cloud,ecs.re6p-navigator.2xlarge,,8,32.0GB,0,0,0,0,
ecs.r7p.2xlarge,Alibaba Cloud,ecs.r7p.2xlarge,,8,32.0GB,0,0,0,0,
ecs.i4p.2xlarge,Alibaba Cloud,ecs.i4p.2xlarge,,8,32.0GB,0,0,0,0,
ecs.hfg7-test.2xlarge,Alibaba Cloud,ecs.hfg7-test.2xlarge,,8,32.0GB,0,0,0,0,
ecs.re7p-navigator.2xlarge,Alibaba Cloud,ecs.re7p-navigator.2xlarge,,8,32.0GB,0,0,0,0,
ecs.g8m.2xlarge,Alibaba Cloud,ecs.g8m.2xlarge,,8,32.0GB,0,0,0,0,0
ecs.g7n.2xlarge,Alibaba Cloud,ecs.g7n.2xlarge,,8,32.0GB,0,0,0,0,
ecsfaas-imagej2wmedium,Alibaba Cloud,ecs.faas-image.j2w.medium,,8,60.0GB,0,0,0,0,
ecsfaas-imagej2jmedium,Alibaba Cloud,ecs.faas-image.j2j.medium,,8,60.0GB,0,0,0,0,
ecsht6r2xlarge,Alibaba Cloud,ecs.ht6r.2xlarge,,8,64.0GB,0,0,0,0,
ecser32xlarge,Alibaba Cloud,ecs.er3.2xlarge,,8,64.0GB,0,0,0,0,
ecsr6e2xlarge,Alibaba Cloud,ecs.r6e.2xlarge,,8,64.0GB,0,0,0,0,0
ecs.r6a.2xlarge,Alibaba Cloud,ecs.r6a.2xlarge,,8,64.0GB,0,0,0,0,
ecs.r6r.2xlarge,Alibaba Cloud,ecs.r6r.2xlarge,,8,64.0GB,0,0,0,0,0
ecs.r7-test.2xlarge,Alibaba Cloud,ecs.r7-test.2xlarge,,8,64.0GB,0,0,0,0,
ecs.r8m.2xlarge,Alibaba Cloud,ecs.r8m.2xlarge,,8,64.0GB,0,0,0,0,0
ecs.r7n.2xlarge,Alibaba Cloud,ecs.r7n.2xlarge,,8,64.0GB,0,0,0,0,
ecs.lr6.2xlarge,Alibaba Cloud,ecs.lr6.2xlarge,,8,128.0GB,0,0,0,0,
ecsv5-c1m1large,Alibaba Cloud,ecs.v5-c1m1.large,Compute optimized,2,2.0GB,0,0,0,0,
ecsv5-c1m1xlarge,Alibaba Cloud,ecs.v5-c1m1.xlarge,Compute optimized,4,4.0GB,0,0,0,0,
ecsv5-c1m12xlarge,Alibaba Cloud,ecs.v5-c1m1.2xlarge,Compute optimized,8,8.0GB,0,0,0,0,
ecsv5-c1m4large,Alibaba Cloud,ecs.v5-c1m4.large,Compute optimized,2,8.0GB,0,0,0,0,
ecsv5-c1m8large,Alibaba Cloud,ecs.v5-c1m8.large,Compute optimized,2,16.0GB,0,0,0,0,
ecsv5-c1m4xlarge,Alibaba Cloud,ecs.v5-c1m4.xlarge,Compute optimized,4,16.0GB,0,0,0,0,
ecsv5-c1m8xlarge,Alibaba Cloud,ecs.v5-c1m8.xlarge,Compute optimized,4,32.0GB,0,0,0,0,
ecsv5-c1m42xlarge,Alibaba Cloud,ecs.v5-c1m4.2xlarge,Compute optimized,8,32.0GB,0,0,0,0,
ecsv5-c1m82xlarge,Alibaba Cloud,ecs.v5-c1m8.2xlarge,Compute optimized,8,64.0GB,0,0,0,0,
ecsc5large,Alibaba Cloud,ecs.c5.large,Compute optimized,2,4.0GB,0,0,0,0,
ecsc5xlarge,Alibaba Cloud,ecs.c5.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecsc52xlarge,Alibaba Cloud,ecs.c5.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecsc6large,Alibaba Cloud,ecs.c6.large,Compute optimized,2,4.0GB,0,0,0,0,
ecsc6xlarge,Alibaba Cloud,ecs.c6.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecsc62xlarge,Alibaba Cloud,ecs.c6.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.c6a.large,Alibaba Cloud,ecs.c6a.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c6a.xlarge,Alibaba Cloud,ecs.c6a.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c6a.2xlarge,Alibaba Cloud,ecs.c6a.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecsc6elarge,Alibaba Cloud,ecs.c6e.large,Compute optimized,2,4.0GB,0,0,0,0,
ecsc6exlarge,Alibaba Cloud,ecs.c6e.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecsc6e2xlarge,Alibaba Cloud,ecs.c6e.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,0
ecs.c6r.large,Alibaba Cloud,ecs.c6r.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c6r.xlarge,Alibaba Cloud,ecs.c6r.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c6r.2xlarge,Alibaba Cloud,ecs.c6r.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,0
ecsc6tlarge,Alibaba Cloud,ecs.c6t.large,Compute optimized,2,4.0GB,0,0,0,0,
ecsc6txlarge,Alibaba Cloud,ecs.c6t.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecsc6t2xlarge,Alibaba Cloud,ecs.c6t.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,0
ecs.c7.large,Alibaba Cloud,ecs.c7.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c7.xlarge,Alibaba Cloud,ecs.c7.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c7.2xlarge,Alibaba Cloud,ecs.c7.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.c7a.large,Alibaba Cloud,ecs.c7a.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c7a.xlarge,Alibaba Cloud,ecs.c7a.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c7a.2xlarge,Alibaba Cloud,ecs.c7a.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.c7se.large,Alibaba Cloud,ecs.c7se.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c7se.xlarge,Alibaba Cloud,ecs.c7se.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c7se.2xlarge,Alibaba Cloud,ecs.c7se.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.c7t.large,Alibaba Cloud,ecs.c7t.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c7t.xlarge,Alibaba Cloud,ecs.c7t.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c7t.2xlarge,Alibaba Cloud,ecs.c7t.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.c8m.small,Alibaba Cloud,ecs.c8m.small,Compute optimized,1,2.0GB,0,0,0,0,
ecs.c8m.large,Alibaba Cloud,ecs.c8m.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.c8m.xlarge,Alibaba Cloud,ecs.c8m.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.c8m.2xlarge,Alibaba Cloud,ecs.c8m.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,0
ecsd1ne2xlarge,Alibaba Cloud,ecs.d1ne.2xlarge,HPC,8,32.0GB,0,0,0,0,
ecsd2s2xlarge,Alibaba Cloud,ecs.d2s.2xlarge,Storage capacity,8,44.0GB,0,0,7300,0,
ecse4small,Alibaba Cloud,ecs.e4.small,Memory optimized,1,8.0GB,0,0,0,0,
ecse4large,Alibaba Cloud,ecs.e4.large,Memory optimized,2,16.0GB,0,0,0,0,
ecse4xlarge,Alibaba Cloud,ecs.e4.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecse42xlarge,Alibaba Cloud,ecs.e4.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsebmr52xlarge,Alibaba Cloud,ecs.ebmr5.2xlarge,Bare metal,8,64.0GB,0,0,0,0,
ecsec1large,Alibaba Cloud,ecs.ec1.large,General Purpose,2,4.0GB,0,0,0,0,
ecsec1xlarge,Alibaba Cloud,ecs.ec1.xlarge,General Purpose,4,8.0GB,0,0,0,0,
ecsec12xlarge,Alibaba Cloud,ecs.ec1.2xlarge,General Purpose,8,16.0GB,0,0,0,0,
ecseg1large,Alibaba Cloud,ecs.eg1.large,,2,8.0GB,0,0,0,0,
ecseg1xlarge,Alibaba Cloud,ecs.eg1.xlarge,,4,16.0GB,0,0,0,0,
ecseg12xlarge,Alibaba Cloud,ecs.eg1.2xlarge,,8,32.0GB,0,0,0,0,
ecser1large,Alibaba Cloud,ecs.er1.large,,2,16.0GB,0,0,0,0,
ecser1xlarge,Alibaba Cloud,ecs.er1.xlarge,,4,32.0GB,0,0,0,0,
ecser12xlarge,Alibaba Cloud,ecs.er1.2xlarge,,8,64.0GB,0,0,0,0,
ecsf2-c8f12xlarge,Alibaba Cloud,ecs.f2-c8f1.2xlarge,fpga,8,60.0GB,0,0,0,0,
ecsg5sexlarge,Alibaba Cloud,ecs.g5se.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecsg5se2xlarge,Alibaba Cloud,ecs.g5se.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecsg6large,Alibaba Cloud,ecs.g6.large,General Purpose,2,8.0GB,0,0,0,0,
ecsg6-nfvenilarge,Alibaba Cloud,ecs.g6-nfveni.large,General Purpose,2,8.0GB,0,0,0,0,
ecsg6xlarge,Alibaba Cloud,ecs.g6.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecsg62xlarge,Alibaba Cloud,ecs.g6.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g6a.large,Alibaba Cloud,ecs.g6a.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g6a.xlarge,Alibaba Cloud,ecs.g6a.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g6a.2xlarge,Alibaba Cloud,ecs.g6a.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecsg6elarge,Alibaba Cloud,ecs.g6e.large,General Purpose,2,8.0GB,0,0,0,0,
ecsg6exlarge,Alibaba Cloud,ecs.g6e.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecsg6e2xlarge,Alibaba Cloud,ecs.g6e.2xlarge,General Purpose,8,32.0GB,0,0,0,0,0
ecsg6tlarge,Alibaba Cloud,ecs.g6t.large,General Purpose,2,8.0GB,0,0,0,0,
ecsg6txlarge,Alibaba Cloud,ecs.g6t.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecsg6t2xlarge,Alibaba Cloud,ecs.g6t.2xlarge,General Purpose,8,32.0GB,0,0,0,0,0
ecs.g7.large,Alibaba Cloud,ecs.g7.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g7a-nps1.large,Alibaba Cloud,ecs.g7a-nps1.large,General Purpose,2,8.0GB,0,0,0,0,
